Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.11 1548629/34244097     regCar [36]
                0.10    0.74 10531055/34244097     regIsNull [32]
                0.18    1.43 20287966/34244097     regCdr [9]
[18]    21.8    0.31    2.42 34244097         regRead [18]
                0.73    1.69 34244097/34244431     objVectorRef [20]
-----------------------------------------------
                0.00    0.00   26333/22945493     regIsEq [71]
                0.70    1.87 22919160/22945493     memWrite [13]
[19]    20.5    0.70    1.87 22945493         objIsEq [19]
                0.43    0.94 21066965/21066965     objIsEqPairPointer [26]
                0.40    0.00 68115115/192863996     objGetType [33]
                0.04    0.07  763686/1487334     objIsEqSymbol [46]
                0.00    0.00      24/24          objIsEqBoolean [168]
                0.00    0.00       1/1           objIsEqString [186]
                0.00    0.00  393426/393426      objIsEqNull [190]
                0.00    0.00      16/22          objIsEqInputPort [209]
                0.00    0.00       9/14          objIsEqOutputPort [212]
                0.00    0.00       2/2           objIsEqEOF [242]
-----------------------------------------------
                0.00    0.00     334/34244431     regVectorRef [111]
                0.73    1.69 34244097/34244431     regRead [18]
[20]    19.3    0.73    1.69 34244431         objVectorRef [20]
                0.40    0.80 34244431/34245655     vecRef [31]
                0.26    0.00 34244431/56533381     objGetVector [43]
                0.23    0.00 34244431/56533381     vecCheckIndex [44]
-----------------------------------------------
                0.00    1.57     150/150         executeInstruction [15]
[21]    12.5    0.00    1.57     150         executeAssign [21]
                0.00    1.57     150/150         executeSource [22]
                0.00    0.00     150/162         regExpGetRegister [110]
                0.00    0.00     300/20287929     regCdr [9]
                0.00    0.00     300/199850      regFreeTemp [61]
                0.00    0.00     300/199850      regGetTemp [63]
-----------------------------------------------
                0.00    1.57     150/150         executeAssign [21]
[22]    12.5    0.00    1.57     150         executeSource [22]
                0.00    1.57      82/186         executeOperationExp [16]
                0.00    0.00     150/7000        isReg [73]
                0.00    0.00     148/3085        isConst [86]
                0.00    0.00      85/2005        isOp [90]
                0.00    0.00      63/136         executeConstant [109]
                0.00    0.00     150/1548203     regCar [36]
                0.00    0.00     150/199850      regFreeTemp [61]
                0.00    0.00     150/199850      regGetTemp [63]
                0.00    0.00       3/145         executeLabel [107]
                0.00    0.00       3/913         isLabel [96]
                0.00    0.00       2/251         executeRegisterExp [102]
-----------------------------------------------
                0.00    1.49      78/78          executeInstruction [15]
[23]    11.9    0.00    1.49      78         executePerform [23]
                0.00    1.49      78/186         executeOperationExp [16]
                0.00    0.00     156/199850      regFreeTemp [61]
                0.00    0.00      78/20287929     regCdr [9]
                0.00    0.00     156/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00   41566/64012474     regGetPairPointer [74]
                0.01    0.02 1548629/64012474     objCar [57]
                0.17    0.29 20288349/64012474     objCdr [27]
                0.35    0.59 42133930/64012474     objIsEqPairPointer [26]
[24]    11.4    0.53    0.90 64012474         objGetPairPointer [24]
                0.53    0.37 64012474/64047849     objIsPairPointer [34]
-----------------------------------------------
                0.00    1.43       4/4           loadFile [2]
[25]    11.4    0.00    1.43       4         assembleInstructions [25]
                0.00    0.82     892/892         assembleTarget [35]
                0.00    0.51    2038/2038        assembleSource [39]
                0.00    0.04     456/2173        assembleOperationExp [48]
                0.00    0.01    5329/5777        isAssign [76]
                0.00    0.01    2798/5908        assembleRegisterExp [68]
                0.00    0.01    3291/3589        isPerform [84]
                0.00    0.01    3188/3408        isTest [85]
                0.00    0.01    2835/3029        isBranch [87]
                0.00    0.01    2482/2650        isGoto [88]
                0.00    0.00   11513/20287929     regCdr [9]
                0.00    0.00    1943/2039        isSave [89]
                0.00    0.00    1564/1654        isRestore [93]
                0.00    0.00    6221/1548203     regCar [36]
                0.00    0.00    5333/10530672     regIsNull [32]
                0.00    0.00      12/199850      regFreeTemp [61]
                0.00    0.00      12/199850      regGetTemp [63]
                0.00    0.00       4/75466       regCopy [67]
-----------------------------------------------
                0.43    0.94 21066965/21066965     objIsEq [19]
[26]    10.9    0.43    0.94 21066965         objIsEqPairPointer [26]
                0.35    0.59 42133930/64012474     objGetPairPointer [24]
-----------------------------------------------
                0.00    0.00     383/20288349     regListLength [118]
                0.44    0.93 20287966/20288349     regCdr [9]
[27]    10.9    0.44    0.93 20288349         objCdr [27]
                0.47    0.00 20288349/56082633     memRead [28]
                0.17    0.29 20288349/64012474     objGetPairPointer [24]
-----------------------------------------------
                0.04    0.00 1548629/56082633     objCar [57]
                0.47    0.00 20288349/56082633     objCdr [27]
                0.80    0.00 34245655/56082633     vecRef [31]
[28]    10.4    1.31    0.00 56082633         memRead [28]
-----------------------------------------------
                0.00    0.15      86/768         assembleInput [50]
                0.00    0.34     203/768         assembleSource [39]
                0.00    0.81     479/768         assembleTarget [35]
[29]    10.4    0.00    1.30     768         assembleLabel [29]
                0.03    1.27     768/768         lookupLabel [30]
                0.00    0.00    2304/199850      regFreeTemp [61]
                0.00    0.00     768/93860       cons [59]
                0.00    0.00     768/14178       regSetCar [83]
                0.00    0.00    2304/199850      regGetTemp [63]
                0.00    0.00     768/1548203     regCar [36]
                0.00    0.00     768/10530672     regIsNull [32]
-----------------------------------------------
                0.03    1.27     768/768         assembleLabel [29]
[30]    10.3    0.03    1.27     768         lookupLabel [30]
                0.04    0.59 1447296/1548203     regCar [36]
                0.02    0.31  724416/20287929     regCdr [9]
                0.01    0.23  723648/723648      regIsEqual [45]
                0.01    0.07  724416/10530672     regIsNull [32]
                0.00    0.00    3072/199850      regFreeTemp [61]
                0.00    0.00    3072/199850      regGetTemp [63]
                0.00    0.00     768/75466       regCopy [67]
                0.00    0.00     768/247020      regMakeNull [58]
-----------------------------------------------
                0.00    0.00    1224/34245655     vecDelete <cycle 1> [119]
                0.40    0.80 34244431/34245655     objVectorRef [20]
[31]     9.6    0.40    0.80 34245655         vecRef [31]
                0.80    0.00 34245655/56082633     memRead [28]
-----------------------------------------------
                0.00    0.00     452/10530672     executeInstructions [14]
                0.00    0.00     571/10530672     executeOperands [52]
                0.00    0.00     768/10530672     assembleLabel [29]
                0.00    0.00    5329/10530672     extractLabels [69]
                0.00    0.00    5333/10530672     assembleInstructions [25]
                0.00    0.00    5629/10530672     assembleInputs [49]
                0.00    0.00   33303/10530672     snoc [7]
                0.01    0.07  724416/10530672     lookupLabel [30]
                0.10    0.96 9754871/10530672     listSetCdr [8]
[32]     9.2    0.11    1.04 10530672         regIsNull [32]
                0.10    0.74 10531055/34244097     regRead [18]
                0.14    0.06 10531055/10531623     objIsNull [47]
-----------------------------------------------
                0.00    0.00       2/192863996     objIsEOF [187]
                0.00    0.00       5/192863996     objIsOutputPort [183]
                0.00    0.00       5/192863996     objDisplay [178]
                0.00    0.00       6/192863996     objIsCharacter [180]
                0.00    0.00      12/192863996     objIsString [176]
                0.00    0.00      14/192863996     objIsInputPort [175]
                0.00    0.00      26/192863996     objIsTrue [167]
                0.00    0.00      74/192863996     objIsBoolean [160]
                0.00    0.00     187/192863996     objIsPrimitive [151]
                0.00    0.00     913/192863996     objIsNumber [138]
                0.01    0.00 2170944/192863996     objIsEqual [53]
                0.02    0.00 2988481/192863996     objIsSymbol [64]
                0.06    0.00 10531623/192863996     objIsNull [47]
                0.13    0.00 22503758/192863996     objRef [42]
                0.13    0.00 22504982/192863996     objUnref <cycle 1> [38]
                0.37    0.00 64047849/192863996     objIsPairPointer [34]
                0.40    0.00 68115115/192863996     objIsEq [19]
[33]     8.9    1.12    0.00 192863996         objGetType [33]
-----------------------------------------------
                0.00    0.00   35375/64047849     regIsPairPointer [94]
                0.53    0.37 64012474/64047849     objGetPairPointer [24]
[34]     7.2    0.53    0.37 64047849         objIsPairPointer [34]
                0.37    0.00 64047849/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.82     892/892         assembleInstructions [25]
[35]     6.5    0.00    0.82     892         assembleTarget [35]
                0.00    0.81     479/768         assembleLabel [29]
                0.00    0.00     892/7000        isReg [73]
                0.00    0.00     413/5908        assembleRegisterExp [68]
                0.00    0.00     479/913         isLabel [96]
                0.00    0.00     892/20287929     regCdr [9]
                0.00    0.00     892/199850      regFreeTemp [61]
                0.00    0.00     892/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00      15/1548203     currentOutputPort [136]
                0.00    0.00      18/1548203     currentInputPort [134]
                0.00    0.00      79/1548203     executeTarget [101]
                0.00    0.00     136/1548203     executeConstant [109]
                0.00    0.00     145/1548203     executeLabel [107]
                0.00    0.00     150/1548203     executeSource [22]
                0.00    0.00     162/1548203     regExpGetRegister [110]
                0.00    0.00     186/1548203     getPrimitive [108]
                0.00    0.00     186/1548203     executeOperationExp [16]
                0.00    0.00     251/1548203     executeRegisterExp [102]
                0.00    0.00     383/1548203     checkArgs [104]
                0.00    0.00     385/1548203     executeOperands [52]
                0.00    0.00     448/1548203     executeInstructions [14]
                0.00    0.00     768/1548203     assembleLabel [29]
                0.00    0.00    2038/1548203     assembleSource [39]
                0.00    0.00    2173/1548203     assembleOperation [77]
                0.00    0.00    2173/1548203     assembleOperationExp [48]
                0.00    0.00    3456/1548203     assembleInputs [49]
                0.00    0.00    5329/1548203     extractLabels [69]
                0.00    0.00    5908/1548203     assembleRegisterExp [68]
                0.00    0.00    6221/1548203     assembleInstructions [25]
                0.00    0.01   26280/1548203     isTaggedList [60]
                0.00    0.02   44017/1548203     restore [62]
                0.04    0.59 1447296/1548203     lookupLabel [30]
[36]     5.3    0.04    0.63 1548203         regCar [36]
                0.03    0.39 1548629/22288785     regWrite [10]
                0.01    0.11 1548629/34244097     regRead [18]
                0.01    0.07 1548629/1548629     objCar [57]
-----------------------------------------------
[37]     5.3    0.53    0.13 22503759+1404    <cycle 1 as a whole> [37]
                0.53    0.13 22504982             objUnref <cycle 1> [38]
                0.00    0.00     175             objUnrefVector <cycle 1> [199]
                0.00    0.00       3             objDeleteVector <cycle 1> [240]
-----------------------------------------------
                                1224             vecDelete <cycle 1> [119]
                0.53    0.13 22503758/22503759     memWrite [13]
[38]     5.3    0.53    0.13 22504982         objUnref <cycle 1> [38]
                0.13    0.00 22504982/192863996     objGetType [33]
                0.00    0.00      33/33          objUnrefInputPort [203]
                0.00    0.00      32/32          objUnrefString [205]
                0.00    0.00       8/8           objUnrefOutputPort [220]
                                 175             objUnrefVector <cycle 1> [199]
-----------------------------------------------
                0.00    0.51    2038/2038        assembleInstructions [25]
[39]     4.1    0.00    0.51    2038         assembleSource [39]
                0.00    0.34     203/768         assembleLabel [29]
                0.00    0.15    1717/2173        assembleOperationExp [48]
                0.00    0.00    2038/7000        isReg [73]
                0.00    0.00    2030/3085        isConst [86]
                0.00    0.00    1920/2005        isOp [90]
                0.00    0.00    4076/199850      regFreeTemp [61]
                0.00    0.00    2038/1548203     regCar [36]
                0.00    0.00    4076/199850      regGetTemp [63]
                0.00    0.00     203/913         isLabel [96]
                0.00    0.00     211/20287929     regCdr [9]
                0.00    0.00       8/5908        assembleRegisterExp [68]
-----------------------------------------------
                                                 <spontaneous>
[40]     4.1    0.51    0.00                 glueGetValue [40]
-----------------------------------------------
                0.00    0.50      26/26          executeInstruction [15]
[41]     4.0    0.00    0.50      26         executeTest [41]
                0.00    0.50      26/186         executeOperationExp [16]
                0.00    0.00      26/20287929     regCdr [9]
                0.00    0.00      26/199850      regFreeTemp [61]
                0.00    0.00      26/199850      regGetTemp [63]
-----------------------------------------------
                0.35    0.13 22503758/22503758     memWrite [13]
[42]     3.8    0.35    0.13 22503758         objRef [42]
                0.13    0.00 22503758/192863996     objGetType [33]
                0.00    0.00     175/175         objRefVector [198]
                0.00    0.00      33/33          objRefInputPort [202]
                0.00    0.00      32/32          objRefString [204]
                0.00    0.00       8/8           objRefOutputPort [219]
-----------------------------------------------
                0.17    0.00 22288950/56533381     objVectorSet [11]
                0.26    0.00 34244431/56533381     objVectorRef [20]
[43]     3.4    0.43    0.00 56533381         objGetVector [43]
-----------------------------------------------
                0.15    0.00 22288950/56533381     objVectorSet [11]
                0.23    0.00 34244431/56533381     objVectorRef [20]
[44]     3.0    0.38    0.00 56533381         vecCheckIndex [44]
-----------------------------------------------
                0.01    0.23  723648/723648      lookupLabel [30]
[45]     1.9    0.01    0.23  723648         regIsEqual [45]
                0.01    0.10 1447296/34244097     regRead [18]
                0.00    0.11  723648/723648      objIsEqual [53]
-----------------------------------------------
                0.03    0.07  723648/1487334     objIsEqualSymbol [54]
                0.04    0.07  763686/1487334     objIsEq [19]
[46]     1.6    0.07    0.14 1487334         objIsEqSymbol [46]
                0.10    0.04 2974668/2983083     objGetSymbol [51]
-----------------------------------------------
                0.00    0.00     568/10531623     regListLength [118]
                0.14    0.06 10531055/10531623     regIsNull [32]
[47]     1.6    0.14    0.06 10531623         objIsNull [47]
                0.06    0.00 10531623/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.04     456/2173        assembleInstructions [25]
                0.00    0.15    1717/2173        assembleSource [39]
[48]     1.5    0.00    0.19    2173         assembleOperationExp [48]
                0.00    0.18    2173/2173        assembleInputs [49]
                0.00    0.01    2173/2173        assembleOperation [77]
                0.00    0.00    4346/199850      regFreeTemp [61]
                0.00    0.00    2173/20287929     regCdr [9]
                0.00    0.00    2173/1548203     regCar [36]
                0.00    0.00    4346/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.18    2173/2173        assembleOperationExp [48]
[49]     1.4    0.00    0.18    2173         assembleInputs [49]
                0.00    0.17    3456/3456        assembleInput [50]
                0.00    0.00    3456/20287929     regCdr [9]
                0.00    0.00    3456/1548203     regCar [36]
                0.00    0.00    4346/199850      regFreeTemp [61]
                0.00    0.00    4346/199850      regGetTemp [63]
                0.00    0.00    2173/75466       regCopy [67]
                0.00    0.00    5629/10530672     regIsNull [32]
-----------------------------------------------
                0.00    0.17    3456/3456        assembleInputs [49]
[50]     1.3    0.00    0.17    3456         assembleInput [50]
                0.00    0.15      86/768         assembleLabel [29]
                0.00    0.01    2689/5908        assembleRegisterExp [68]
                0.00    0.01    3456/7000        isReg [73]
                0.00    0.00     767/3085        isConst [86]
                0.00    0.00    2775/20287929     regCdr [9]
                0.00    0.00    3456/199850      regFreeTemp [61]
                0.00    0.00    3456/199850      regGetTemp [63]
                0.00    0.00      86/913         isLabel [96]
-----------------------------------------------
                0.00    0.00     334/2983083     objHashSymbol [132]
                0.00    0.00    8081/2983083     regGetSymbol [98]
                0.10    0.04 2974668/2983083     objIsEqSymbol [46]
[51]     1.1    0.10    0.04 2983083         objGetSymbol [51]
                0.02    0.02 2983083/2988481     objIsSymbol [64]
-----------------------------------------------
                0.00    0.12     186/186         executeOperationExp [16]
[52]     1.0    0.00    0.12     186         executeOperands [52]
                0.00    0.12     385/33303       snoc [7]
                0.00    0.00     385/385         executeInput [95]
                0.00    0.00     558/199850      regFreeTemp [61]
                0.00    0.00     385/20287929     regCdr [9]
                0.00    0.00     385/1548203     regCar [36]
                0.00    0.00     558/199850      regGetTemp [63]
                0.00    0.00     186/75466       regCopy [67]
                0.00    0.00     571/10530672     regIsNull [32]
                0.00    0.00     186/247020      regMakeNull [58]
-----------------------------------------------
                0.00    0.11  723648/723648      regIsEqual [45]
[53]     0.9    0.00    0.11  723648         objIsEqual [53]
                0.00    0.10  723648/723648      objIsEqualSymbol [54]
                0.01    0.00 2170944/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.10  723648/723648      objIsEqual [53]
[54]     0.8    0.00    0.10  723648         objIsEqualSymbol [54]
                0.03    0.07  723648/1487334     objIsEqSymbol [46]
-----------------------------------------------
                0.00    0.08       1/1           memFree [56]
[55]     0.6    0.00    0.08       1         memClear [55]
                0.01    0.06  400000/22919160     memWrite [13]
                0.00    0.00  400000/1047187     objMakeNull [78]
-----------------------------------------------
                0.00    0.08       1/1           main [1]
[56]     0.6    0.00    0.08       1         memFree [56]
                0.00    0.08       1/1           memClear [55]
-----------------------------------------------
                0.01    0.07 1548629/1548629     regCar [36]
[57]     0.6    0.01    0.07 1548629         objCar [57]
                0.04    0.00 1548629/56082633     memRead [28]
                0.01    0.02 1548629/64012474     objGetPairPointer [24]
-----------------------------------------------
                0.00    0.00       1/247020      initRegsim [144]
                0.00    0.00       2/247020      initPorts [142]
                0.00    0.00       2/247020      initStack [157]
                0.00    0.00     186/247020      executeOperands [52]
                0.00    0.00     768/247020      lookupLabel [30]
                0.00    0.00   11092/247020      scparse [6]
                0.00    0.01   33303/247020      snoc [7]
                0.01    0.06  201666/247020      regFreeTemp [61]
[58]     0.6    0.01    0.07  247020         regMakeNull [58]
                0.00    0.06  247186/22288785     regWrite [10]
                0.00    0.00  247186/1047187     objMakeNull [78]
-----------------------------------------------
                0.00    0.00       1/93860       pushOutputPort [155]
                0.00    0.00       1/93860       initRegsim [144]
                0.00    0.00       6/93860       pushInputPort [133]
                0.00    0.00     768/93860       assembleLabel [29]
                0.00    0.00    2173/93860       assembleOperation [77]
                0.00    0.00    5908/93860       assembleRegisterExp [68]
                0.00    0.01    7683/93860       extractLabels [69]
                0.00    0.03   33303/93860       snoc [7]
                0.00    0.04   44017/93860       save [65]
[59]     0.6    0.00    0.08   93860         cons [59]
                0.01    0.03  188644/22919160     memWrite [13]
                0.00    0.02   94322/22288785     regWrite [10]
                0.00    0.01  188644/34244097     regRead [18]
                0.00    0.00   94322/94322       memAmountFree [191]
                0.00    0.00   94322/94322       objMakePairPointer [192]
-----------------------------------------------
                0.00    0.00     913/35149       isLabel [96]
                0.00    0.00    1654/35149       isRestore [93]
                0.00    0.00    2005/35149       isOp [90]
                0.00    0.00    2039/35149       isSave [89]
                0.00    0.01    2650/35149       isGoto [88]
                0.00    0.01    3029/35149       isBranch [87]
                0.00    0.01    3085/35149       isConst [86]
                0.00    0.01    3408/35149       isTest [85]
                0.00    0.01    3589/35149       isPerform [84]
                0.00    0.01    5777/35149       isAssign [76]
                0.00    0.02    7000/35149       isReg [73]
[60]     0.6    0.00    0.08   35149         isTaggedList [60]
                0.00    0.02   70298/199850      regFreeTemp [61]
                0.01    0.01   26280/26280       regIsEq [71]
                0.01    0.00   70298/199850      regGetTemp [63]
                0.00    0.01   26280/1548203     regCar [36]
                0.00    0.01   26280/48099       regMakeSymbol [75]
                0.00    0.00   35149/35359       regIsPairPointer [94]
-----------------------------------------------
                0.00    0.00       4/199850      executeInstructions [14]
                0.00    0.00       6/199850      executeSave [129]
                0.00    0.00       6/199850      executeRestore [128]
                0.00    0.00      12/199850      assembleInstructions [25]
                0.00    0.00      12/199850      loadFile [2]
                0.00    0.00      16/199850      extractLabels [69]
                0.00    0.00      26/199850      executeTest [41]
                0.00    0.00      79/199850      executeTarget [101]
                0.00    0.00      79/199850      executeGoto [99]
                0.00    0.00     136/199850      executeConstant [109]
                0.00    0.00     145/199850      executeLabel [107]
                0.00    0.00     150/199850      executeSource [22]
                0.00    0.00     156/199850      executePerform [23]
                0.00    0.00     162/199850      regExpGetRegister [110]
                0.00    0.00     251/199850      executeRegisterExp [102]
                0.00    0.00     300/199850      executeAssign [21]
                0.00    0.00     385/199850      executeInput [95]
                0.00    0.00     558/199850      executeOperands [52]
                0.00    0.00     744/199850      executeOperationExp [16]
                0.00    0.00     892/199850      assembleTarget [35]
                0.00    0.00    2304/199850      assembleLabel [29]
                0.00    0.00    3072/199850      lookupLabel [30]
                0.00    0.00    3456/199850      assembleInput [50]
                0.00    0.00    4076/199850      assembleSource [39]
                0.00    0.00    4346/199850      assembleInputs [49]
                0.00    0.00    4346/199850      assembleOperationExp [48]
                0.00    0.00    8692/199850      assembleOperation [77]
                0.00    0.01   17724/199850      assembleRegisterExp [68]
                0.00    0.01   33303/199850      snoc [7]
                0.00    0.01   44114/199850      listSetCdr [8]
                0.00    0.02   70298/199850      isTaggedList [60]
[61]     0.5    0.00    0.07  199850         regFreeTemp [61]
                0.01    0.06  201666/247020      regMakeNull [58]
-----------------------------------------------
                0.00    0.00       6/44015       executeRestore [128]
                0.01    0.04   44009/44015       scparse [6]
[62]     0.4    0.01    0.04   44015         restore [62]
                0.00    0.02   44017/20287929     regCdr [9]
                0.00    0.02   44017/1548203     regCar [36]
-----------------------------------------------
                0.00    0.00       4/199850      executeInstructions [14]
                0.00    0.00       6/199850      executeSave [129]
                0.00    0.00       6/199850      executeRestore [128]
                0.00    0.00      12/199850      assembleInstructions [25]
                0.00    0.00      12/199850      loadFile [2]
                0.00    0.00      16/199850      extractLabels [69]
                0.00    0.00      26/199850      executeTest [41]
                0.00    0.00      79/199850      executeTarget [101]
                0.00    0.00      79/199850      executeGoto [99]
                0.00    0.00     136/199850      executeConstant [109]
                0.00    0.00     145/199850      executeLabel [107]
                0.00    0.00     150/199850      executeSource [22]
                0.00    0.00     156/199850      executePerform [23]
                0.00    0.00     162/199850      regExpGetRegister [110]
                0.00    0.00     251/199850      executeRegisterExp [102]
                0.00    0.00     300/199850      executeAssign [21]
                0.00    0.00     385/199850      executeInput [95]
                0.00    0.00     558/199850      executeOperands [52]
                0.00    0.00     744/199850      executeOperationExp [16]
                0.00    0.00     892/199850      assembleTarget [35]
                0.00    0.00    2304/199850      assembleLabel [29]
                0.00    0.00    3072/199850      lookupLabel [30]
                0.00    0.00    3456/199850      assembleInput [50]
                0.00    0.00    4076/199850      assembleSource [39]
                0.00    0.00    4346/199850      assembleInputs [49]
                0.00    0.00    4346/199850      assembleOperationExp [48]
                0.00    0.00    8692/199850      assembleOperation [77]
                0.00    0.00   17724/199850      assembleRegisterExp [68]
                0.01    0.00   33303/199850      snoc [7]
                0.01    0.00   44114/199850      listSetCdr [8]
                0.01    0.00   70298/199850      isTaggedList [60]
[63]     0.3    0.04    0.00  199850         regGetTemp [63]
-----------------------------------------------
                0.00    0.00    5398/2988481     regIsSymbol [103]
                0.02    0.02 2983083/2988481     objGetSymbol [51]
[64]     0.3    0.02    0.02 2988481         objIsSymbol [64]
                0.02    0.00 2988481/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       6/44015       executeSave [129]
                0.00    0.04   44009/44015       scparse [6]
[65]     0.3    0.00    0.04   44015         save [65]
                0.00    0.04   44017/93860       cons [59]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.2    0.03    0.00                 bindGetName [66]
-----------------------------------------------
                0.00    0.00       1/75466       list [164]
                0.00    0.00       4/75466       initRegsim [144]
                0.00    0.00       4/75466       assembleInstructions [25]
                0.00    0.00       4/75466       executeInstructions [14]
                0.00    0.00       4/75466       loadFile [2]
                0.00    0.00       6/75466       readCurrentPort [5]
                0.00    0.00     136/75466       executeConstant [109]
                0.00    0.00     145/75466       executeLabel [107]
                0.00    0.00     186/75466       executeOperands [52]
                0.00    0.00     251/75466       executeRegisterExp [102]
                0.00    0.00     768/75466       lookupLabel [30]
                0.00    0.00    2173/75466       assembleInputs [49]
                0.00    0.00    5329/75466       extractLabels [69]
                0.00    0.00   11092/75466       scparse [6]
                0.00    0.00   11249/75466       snoc [7]
                0.01    0.01   44114/75466       listSetCdr [8]
[67]     0.2    0.01    0.02   75466         regCopy [67]
                0.00    0.01   53486/22288785     regWrite [10]
                0.00    0.00   53486/34244097     regRead [18]
-----------------------------------------------
                0.00    0.00       8/5908        assembleSource [39]
                0.00    0.00     413/5908        assembleTarget [35]
                0.00    0.01    2689/5908        assembleInput [50]
                0.00    0.01    2798/5908        assembleInstructions [25]
[68]     0.2    0.00    0.02    5908         assembleRegisterExp [68]
                0.00    0.01   17724/199850      regFreeTemp [61]
                0.00    0.00    5908/93860       cons [59]
                0.00    0.00    5908/14178       regSetCar [83]
                0.00    0.00   17724/199850      regGetTemp [63]
                0.00    0.00    5908/1548203     regCar [36]
                0.00    0.00    5908/6261        regMakeNumber [97]
                0.00    0.00    5908/8081        regGetSymbol [98]
                0.00    0.00    5908/5908        regLookup [195]
-----------------------------------------------
                0.00    0.02       4/4           loadFile [2]
[69]     0.2    0.00    0.02       4         extractLabels [69]
                0.00    0.01    7683/93860       cons [59]
                0.00    0.00    5329/14178       regSetCar [83]
                0.00    0.00    5325/27382       regSetCdr [72]
                0.00    0.00    5333/20287929     regCdr [9]
                0.00    0.00    5329/1548203     regCar [36]
                0.00    0.00    5329/75466       regCopy [67]
                0.00    0.00    5329/10530672     regIsNull [32]
                0.00    0.00    5325/5395        regIsSymbol [103]
                0.00    0.00      16/199850      regFreeTemp [61]
                0.00    0.00      16/199850      regGetTemp [63]
                0.00    0.00       4/48099       regMakeSymbol [75]
-----------------------------------------------
                0.02    0.00   44021/44021       scparse [6]
[70]     0.2    0.02    0.00   44021         sclex [70]
                0.00    0.00      31/31          yy_get_next_buffer [206]
                0.00    0.00      29/29          yy_get_previous_state [207]
                0.00    0.00       2/2           scwrap [245]
                0.00    0.00       1/17          sc_load_buffer_state [211]
-----------------------------------------------
                0.01    0.01   26280/26280       isTaggedList [60]
[71]     0.1    0.01    0.01   26280         regIsEq [71]
                0.00    0.00   52666/34244097     regRead [18]
                0.00    0.00   26333/22945493     objIsEq [19]
-----------------------------------------------
                0.00    0.00    5325/27382       extractLabels [69]
                0.00    0.01   22057/27382       listSetCdr [8]
[72]     0.1    0.00    0.02   27382         regSetCdr [72]
                0.01    0.00   27388/41566       regGetPairPointer [74]
                0.00    0.00   27388/22919160     memWrite [13]
                0.00    0.00   27388/34244097     regRead [18]
-----------------------------------------------
                0.00    0.00      79/7000        executeTarget [101]
                0.00    0.00     150/7000        executeSource [22]
                0.00    0.00     385/7000        executeInput [95]
                0.00    0.00     892/7000        assembleTarget [35]
                0.00    0.00    2038/7000        assembleSource [39]
                0.00    0.01    3456/7000        assembleInput [50]
[73]     0.1    0.00    0.02    7000         isReg [73]
                0.00    0.02    7000/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00   14178/41566       regSetCar [83]
                0.01    0.00   27388/41566       regSetCdr [72]
[74]     0.1    0.01    0.00   41566         regGetPairPointer [74]
                0.00    0.00   41566/34244097     regRead [18]
                0.00    0.00   41566/64012474     objGetPairPointer [24]
-----------------------------------------------
                0.00    0.00       1/48099       closeInputPort_if [124]
                0.00    0.00       1/48099       pushInputPort_if [121]
                0.00    0.00       1/48099       popInputPort_if [122]
                0.00    0.00       1/48099       display_if [141]
                0.00    0.00       4/48099       extractLabels [69]
                0.00    0.01   21811/48099       scparse [6]
                0.00    0.01   26280/48099       isTaggedList [60]
[75]     0.1    0.00    0.01   48099         regMakeSymbol [75]
                0.00    0.01   48283/22288785     regWrite [10]
                0.00    0.00   48283/48283       objMakeSymbol [193]
-----------------------------------------------
                0.00    0.00     448/5777        executeInstruction [15]
                0.00    0.01    5329/5777        assembleInstructions [25]
[76]     0.1    0.00    0.01    5777         isAssign [76]
                0.00    0.01    5777/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.01    2173/2173        assembleOperationExp [48]
[77]     0.1    0.00    0.01    2173         assembleOperation [77]
                0.00    0.00    8692/199850      regFreeTemp [61]
                0.00    0.00    2173/93860       cons [59]
                0.00    0.00    8692/199850      regGetTemp [63]
                0.00    0.00    2173/14178       regSetCar [83]
                0.00    0.00    2173/20287929     regCdr [9]
                0.00    0.00    2173/1548203     regCar [36]
                0.00    0.00    2173/2173        regMakePrimitive [100]
                0.00    0.00    2173/8081        regGetSymbol [98]
                0.00    0.00    2173/2173        rsLookupPrimitive [197]
-----------------------------------------------
                0.00    0.00       1/1047187     regInit [188]
                0.00    0.00  247186/1047187     regMakeNull [58]
                0.00    0.00  400000/1047187     memInitialize [92]
                0.00    0.00  400000/1047187     memClear [55]
[78]     0.1    0.01    0.00 1047187         objMakeNull [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.1    0.01    0.00                 bindCompare [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.1    0.01    0.00                 hash [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.1    0.01    0.00                 lnGetNext [81]
-----------------------------------------------
