Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                                                 <spontaneous>
[82]     0.1    0.01    0.00                 lnIsNull [82]
-----------------------------------------------
                0.00    0.00     768/14178       assembleLabel [29]
                0.00    0.00    2173/14178       assembleOperation [77]
                0.00    0.00    5329/14178       extractLabels [69]
                0.00    0.00    5908/14178       assembleRegisterExp [68]
[83]     0.1    0.00    0.01   14178         regSetCar [83]
                0.00    0.00   14178/41566       regGetPairPointer [74]
                0.00    0.00   14178/22919160     memWrite [13]
                0.00    0.00   14178/34244097     regRead [18]
-----------------------------------------------
                0.00    0.00     298/3589        executeInstruction [15]
                0.00    0.01    3291/3589        assembleInstructions [25]
[84]     0.1    0.00    0.01    3589         isPerform [84]
                0.00    0.01    3589/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00     220/3408        executeInstruction [15]
                0.00    0.01    3188/3408        assembleInstructions [25]
[85]     0.1    0.00    0.01    3408         isTest [85]
                0.00    0.01    3408/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00     140/3085        executeInput [95]
                0.00    0.00     148/3085        executeSource [22]
                0.00    0.00     767/3085        assembleInput [50]
                0.00    0.00    2030/3085        assembleSource [39]
[86]     0.1    0.00    0.01    3085         isConst [86]
                0.00    0.01    3085/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00     194/3029        executeInstruction [15]
                0.00    0.01    2835/3029        assembleInstructions [25]
[87]     0.1    0.00    0.01    3029         isBranch [87]
                0.00    0.01    3029/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00     168/2650        executeInstruction [15]
                0.00    0.01    2482/2650        assembleInstructions [25]
[88]     0.0    0.00    0.01    2650         isGoto [88]
                0.00    0.01    2650/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00      96/2039        executeInstruction [15]
                0.00    0.00    1943/2039        assembleInstructions [25]
[89]     0.0    0.00    0.00    2039         isSave [89]
                0.00    0.00    2039/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00      85/2005        executeSource [22]
                0.00    0.00    1920/2005        assembleSource [39]
[90]     0.0    0.00    0.00    2005         isOp [90]
                0.00    0.00    2005/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[91]     0.0    0.00    0.00       1         memInit [91]
                0.00    0.00       1/1           memInitialize [92]
                0.00    0.00       1/120         regAllocate [200]
-----------------------------------------------
                0.00    0.00       1/1           memInit [91]
[92]     0.0    0.00    0.00       1         memInitialize [92]
                0.00    0.00  400000/1047187     objMakeNull [78]
-----------------------------------------------
                0.00    0.00      90/1654        executeInstruction [15]
                0.00    0.00    1564/1654        assembleInstructions [25]
[93]     0.0    0.00    0.00    1654         isRestore [93]
                0.00    0.00    1654/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00     210/35359       checkType [127]
                0.00    0.00   35149/35359       isTaggedList [60]
[94]     0.0    0.00    0.00   35359         regIsPairPointer [94]
                0.00    0.00   35375/34244097     regRead [18]
                0.00    0.00   35375/64047849     objIsPairPointer [34]
-----------------------------------------------
                0.00    0.00     385/385         executeOperands [52]
[95]     0.0    0.00    0.00     385         executeInput [95]
                0.00    0.00     385/7000        isReg [73]
                0.00    0.00     245/251         executeRegisterExp [102]
                0.00    0.00     140/3085        isConst [86]
                0.00    0.00      67/145         executeLabel [107]
                0.00    0.00      67/913         isLabel [96]
                0.00    0.00      73/136         executeConstant [109]
                0.00    0.00     385/199850      regFreeTemp [61]
                0.00    0.00     385/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00       3/913         executeSource [22]
                0.00    0.00      67/913         executeInput [95]
                0.00    0.00      75/913         executeTarget [101]
                0.00    0.00      86/913         assembleInput [50]
                0.00    0.00     203/913         assembleSource [39]
                0.00    0.00     479/913         assembleTarget [35]
[96]     0.0    0.00    0.00     913         isLabel [96]
                0.00    0.00     913/35149       isTaggedList [60]
-----------------------------------------------
                0.00    0.00       1/6261        initRegsim [144]
                0.00    0.00      18/6261        scparse [6]
                0.00    0.00     334/6261        regHashSymbol [113]
                0.00    0.00    5908/6261        assembleRegisterExp [68]
[97]     0.0    0.00    0.00    6261         regMakeNumber [97]
                0.00    0.00    6261/22288785     regWrite [10]
                0.00    0.00    6261/6261        objMakeNumber [194]
-----------------------------------------------
                0.00    0.00    2173/8081        assembleOperation [77]
                0.00    0.00    5908/8081        assembleRegisterExp [68]
[98]     0.0    0.00    0.00    8081         regGetSymbol [98]
                0.00    0.00    8081/34244097     regRead [18]
                0.00    0.00    8081/2983083     objGetSymbol [51]
-----------------------------------------------
                0.00    0.00       7/79          executeBranch [117]
                0.00    0.00      72/79          executeInstruction [15]
[99]     0.0    0.00    0.00      79         executeGoto [99]
                0.00    0.00      79/79          executeTarget [101]
                0.00    0.00      79/20287929     regCdr [9]
                0.00    0.00      79/199850      regFreeTemp [61]
                0.00    0.00      79/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00    2173/2173        assembleOperation [77]
[100]    0.0    0.00    0.00    2173         regMakePrimitive [100]
                0.00    0.00    2270/22288785     regWrite [10]
                0.00    0.00    2270/2270        objMakePrimitive [196]
-----------------------------------------------
                0.00    0.00      79/79          executeGoto [99]
[101]    0.0    0.00    0.00      79         executeTarget [101]
                0.00    0.00      79/7000        isReg [73]
                0.00    0.00      75/145         executeLabel [107]
                0.00    0.00      75/913         isLabel [96]
                0.00    0.00      79/1548203     regCar [36]
                0.00    0.00      79/199850      regFreeTemp [61]
                0.00    0.00      79/199850      regGetTemp [63]
                0.00    0.00       4/251         executeRegisterExp [102]
-----------------------------------------------
                0.00    0.00       2/251         executeSource [22]
                0.00    0.00       4/251         executeTarget [101]
                0.00    0.00     245/251         executeInput [95]
[102]    0.0    0.00    0.00     251         executeRegisterExp [102]
                0.00    0.00     502/20287929     regCdr [9]
                0.00    0.00     251/1548203     regCar [36]
                0.00    0.00     251/75466       regCopy [67]
                0.00    0.00     251/199850      regFreeTemp [61]
                0.00    0.00     251/199850      regGetTemp [63]
                0.00    0.00     251/910         regGetNumber [116]
-----------------------------------------------
                0.00    0.00      70/5395        checkType [127]
                0.00    0.00    5325/5395        extractLabels [69]
[103]    0.0    0.00    0.00    5395         regIsSymbol [103]
                0.00    0.00    5398/34244097     regRead [18]
                0.00    0.00    5398/2988481     objIsSymbol [64]
-----------------------------------------------
                0.00    0.00       1/185         display_if [141]
                0.00    0.00       2/185         read_if [17]
                0.00    0.00       4/185         newline_if [130]
                0.00    0.00     178/185         checkArgsEQ [105]
[104]    0.0    0.00    0.00     185         checkArgs [104]
                0.00    0.00     383/20287929     regCdr [9]
                0.00    0.00     383/1548203     regCar [36]
                0.00    0.00     185/185         regListLength [118]
                0.00    0.00     383/383         checkType [127]
-----------------------------------------------
                0.00    0.00       1/10          isPrimitive_if [120]
                0.00    0.00       1/10          closeInputPort_if [124]
                0.00    0.00       1/10          openInputFile_if [123]
                0.00    0.00       1/10          pushInputPort_if [121]
                0.00    0.00       1/10          popInputPort_if [122]
                0.00    0.00       1/10          exit_if [126]
                0.00    0.00       1/10          initStack_if [125]
                0.00    0.00       1/10          snoc_if [106]
                0.00    0.00       2/10          isEOF_if [114]
[105]    0.0    0.00    0.00      10         checkArgsEQ [105]
                0.00    0.00     178/185         checkArgs [104]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[106]    0.0    0.00    0.00       1         snoc_if [106]
                0.00    0.00       1/33303       snoc [7]
                0.00    0.00       1/10          checkArgsEQ [105]
-----------------------------------------------
                0.00    0.00       3/145         executeSource [22]
                0.00    0.00      67/145         executeInput [95]
                0.00    0.00      75/145         executeTarget [101]
[107]    0.0    0.00    0.00     145         executeLabel [107]
                0.00    0.00     290/20287929     regCdr [9]
                0.00    0.00     145/1548203     regCar [36]
                0.00    0.00     145/75466       regCopy [67]
                0.00    0.00     145/199850      regFreeTemp [61]
                0.00    0.00     145/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00     186/186         executeOperationExp [16]
[108]    0.0    0.00    0.00     186         getPrimitive [108]
                0.00    0.00     372/20287929     regCdr [9]
                0.00    0.00     186/1548203     regCar [36]
-----------------------------------------------
                0.00    0.00      63/136         executeSource [22]
                0.00    0.00      73/136         executeInput [95]
[109]    0.0    0.00    0.00     136         executeConstant [109]
                0.00    0.00     136/20287929     regCdr [9]
                0.00    0.00     136/1548203     regCar [36]
                0.00    0.00     136/75466       regCopy [67]
                0.00    0.00     136/199850      regFreeTemp [61]
                0.00    0.00     136/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00       6/162         executeSave [129]
                0.00    0.00       6/162         executeRestore [128]
                0.00    0.00     150/162         executeAssign [21]
[110]    0.0    0.00    0.00     162         regExpGetRegister [110]
                0.00    0.00     162/20287929     regCdr [9]
                0.00    0.00     162/1548203     regCar [36]
                0.00    0.00     162/199850      regFreeTemp [61]
                0.00    0.00     162/199850      regGetTemp [63]
                0.00    0.00     162/910         regGetNumber [116]
-----------------------------------------------
                                                 <spontaneous>
[111]    0.0    0.00    0.00                 regVectorRef [111]
                0.00    0.00     334/22288785     regWrite [10]
                0.00    0.00     334/910         regGetNumber [116]
                0.00    0.00     334/34244097     regRead [18]
                0.00    0.00     334/34244431     objVectorRef [20]
-----------------------------------------------
                0.00    0.00      19/369         executeBranch [117]
                0.00    0.00     350/369         executeInstruction [15]
[112]    0.0    0.00    0.00     369         advancePC [112]
                0.00    0.00     369/20287929     regCdr [9]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.0    0.00    0.00                 regHashSymbol [113]
                0.00    0.00     334/6261        regMakeNumber [97]
                0.00    0.00     334/34244097     regRead [18]
                0.00    0.00     334/334         objHashSymbol [132]
-----------------------------------------------
                0.00    0.00       2/2           executeOperationExp [16]
[114]    0.0    0.00    0.00       2         isEOF_if [114]
                0.00    0.00       2/10          checkArgsEQ [105]
                0.00    0.00       2/3           regMakeBoolean [135]
                0.00    0.00       2/2           regIsEOF [172]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.0    0.00    0.00                 regVectorSet [115]
                0.00    0.00     163/22288950     objVectorSet [11]
                0.00    0.00     326/34244097     regRead [18]
                0.00    0.00     163/910         regGetNumber [116]
-----------------------------------------------
                0.00    0.00     162/910         regExpGetRegister [110]
                0.00    0.00     163/910         regVectorSet [115]
                0.00    0.00     251/910         executeRegisterExp [102]
                0.00    0.00     334/910         regVectorRef [111]
[116]    0.0    0.00    0.00     910         regGetNumber [116]
                0.00    0.00     910/34244097     regRead [18]
                0.00    0.00     910/910         objGetNumber [139]
-----------------------------------------------
                0.00    0.00      26/26          executeInstruction [15]
[117]    0.0    0.00    0.00      26         executeBranch [117]
                0.00    0.00       7/79          executeGoto [99]
                0.00    0.00      19/369         advancePC [112]
                0.00    0.00      26/26          regIsTrue [146]
-----------------------------------------------
                0.00    0.00     185/185         checkArgs [104]
[118]    0.0    0.00    0.00     185         regListLength [118]
                0.00    0.00     383/20288349     objCdr [27]
                0.00    0.00     185/34244097     regRead [18]
                0.00    0.00     568/10531623     objIsNull [47]
-----------------------------------------------
                                   3             objDeleteVector <cycle 1> [240]
[119]    0.0    0.00    0.00       3         vecDelete <cycle 1> [119]
                0.00    0.00    1224/34245655     vecRef [31]
                0.00    0.00       3/6           vecGetSize [236]
                                1224             objUnref <cycle 1> [38]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[120]    0.0    0.00    0.00       1         isPrimitive_if [120]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/3           regMakeBoolean [135]
                0.00    0.00       1/1           regIsPrimitive [174]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[121]    0.0    0.00    0.00       1         pushInputPort_if [121]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/6           pushInputPort [133]
                0.00    0.00       1/48099       regMakeSymbol [75]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[122]    0.0    0.00    0.00       1         popInputPort_if [122]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/5           popInputPort [140]
                0.00    0.00       1/48099       regMakeSymbol [75]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[123]    0.0    0.00    0.00       1         openInputFile_if [123]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/5           openInputFile [148]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[124]    0.0    0.00    0.00       1         closeInputPort_if [124]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/48099       regMakeSymbol [75]
                0.00    0.00       1/5           regCloseInputPort [163]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[125]    0.0    0.00    0.00       1         initStack_if [125]
                0.00    0.00       1/10          checkArgsEQ [105]
                0.00    0.00       1/2           initStack [157]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[126]    0.0    0.00    0.00       1         exit_if [126]
                0.00    0.00       1/10          checkArgsEQ [105]
-----------------------------------------------
                0.00    0.00     383/383         checkArgs [104]
[127]    0.0    0.00    0.00     383         checkType [127]
                0.00    0.00     210/35359       regIsPairPointer [94]
                0.00    0.00      70/5395        regIsSymbol [103]
                0.00    0.00       1/1           regIsString [166]
                0.00    0.00       3/3           regIsInputPort [171]
-----------------------------------------------
                0.00    0.00       6/6           executeInstruction [15]
[128]    0.0    0.00    0.00       6         executeRestore [128]
                0.00    0.00       6/162         regExpGetRegister [110]
                0.00    0.00       6/44015       restore [62]
                0.00    0.00       6/20287929     regCdr [9]
                0.00    0.00       6/199850      regFreeTemp [61]
                0.00    0.00       6/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00       6/6           executeInstruction [15]
[129]    0.0    0.00    0.00       6         executeSave [129]
                0.00    0.00       6/162         regExpGetRegister [110]
                0.00    0.00       6/44015       save [65]
                0.00    0.00       6/20287929     regCdr [9]
                0.00    0.00       6/199850      regFreeTemp [61]
                0.00    0.00       6/199850      regGetTemp [63]
-----------------------------------------------
                0.00    0.00       4/4           executeOperationExp [16]
[130]    0.0    0.00    0.00       4         newline_if [130]
                0.00    0.00       4/185         checkArgs [104]
                0.00    0.00       4/5           regDisplayObject [137]
                0.00    0.00       4/15          currentOutputPort [136]
                0.00    0.00       4/4           regMakeCharacter [150]
-----------------------------------------------
                0.00    0.00     186/186         executeOperationExp [16]
[131]    0.0    0.00    0.00     186         regGetPrimitive [131]
                0.00    0.00     186/34244097     regRead [18]
                0.00    0.00     186/186         objGetPrimitive [152]
-----------------------------------------------
                0.00    0.00     334/334         regHashSymbol [113]
[132]    0.0    0.00    0.00     334         objHashSymbol [132]
                0.00    0.00     334/2983083     objGetSymbol [51]
-----------------------------------------------
                0.00    0.00       1/6           initPorts [142]
                0.00    0.00       1/6           pushInputPort_if [121]
                0.00    0.00       4/6           readPort [4]
[133]    0.0    0.00    0.00       6         pushInputPort [133]
                0.00    0.00       6/93860       cons [59]
                0.00    0.00       6/18          currentInputPort [134]
                0.00    0.00       6/11          regGetInputPortYYBuffer [154]
                0.00    0.00       6/11          scSetCurrentYYBuffer [217]
-----------------------------------------------
                0.00    0.00       1/18          read_if [17]
                0.00    0.00       5/18          popInputPort [140]
                0.00    0.00       6/18          pushInputPort [133]
                0.00    0.00       6/18          readPort [4]
[134]    0.0    0.00    0.00      18         currentInputPort [134]
                0.00    0.00      18/1548203     regCar [36]
-----------------------------------------------
                0.00    0.00       1/3           isPrimitive_if [120]
                0.00    0.00       2/3           isEOF_if [114]
[135]    0.0    0.00    0.00       3         regMakeBoolean [135]
                0.00    0.00      28/22288785     regWrite [10]
                0.00    0.00      28/28          objMakeBoolean [208]
-----------------------------------------------
                0.00    0.00       1/15          display_if [141]
                0.00    0.00       4/15          newline_if [130]
                0.00    0.00       5/15          objDisplayToCurrentPort [145]
                0.00    0.00       5/15          regDisplayObject [137]
[136]    0.0    0.00    0.00      15         currentOutputPort [136]
                0.00    0.00      15/1548203     regCar [36]
-----------------------------------------------
                0.00    0.00       1/5           display_if [141]
                0.00    0.00       4/5           newline_if [130]
[137]    0.0    0.00    0.00       5         regDisplayObject [137]
                0.00    0.00       5/5           regDisplayToCurrentPort [143]
                0.00    0.00       5/15          currentOutputPort [136]
                0.00    0.00       5/5           regIsEqOutputPort [156]
-----------------------------------------------
                0.00    0.00       3/913         regIsNumber [170]
                0.00    0.00     910/913         objGetNumber [139]
[138]    0.0    0.00    0.00     913         objIsNumber [138]
                0.00    0.00     913/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00     910/910         regGetNumber [116]
[139]    0.0    0.00    0.00     910         objGetNumber [139]
                0.00    0.00     910/913         objIsNumber [138]
-----------------------------------------------
                0.00    0.00       1/5           popInputPort_if [122]
                0.00    0.00       4/5           readPort [4]
[140]    0.0    0.00    0.00       5         popInputPort [140]
                0.00    0.00       5/20287929     regCdr [9]
                0.00    0.00       5/18          currentInputPort [134]
                0.00    0.00       5/11          regGetInputPortYYBuffer [154]
                0.00    0.00       5/11          scSetCurrentYYBuffer [217]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[141]    0.0    0.00    0.00       1         display_if [141]
                0.00    0.00       1/185         checkArgs [104]
                0.00    0.00       1/5           regDisplayObject [137]
                0.00    0.00       1/15          currentOutputPort [136]
                0.00    0.00       1/48099       regMakeSymbol [75]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[142]    0.0    0.00    0.00       1         initPorts [142]
                0.00    0.00       1/6           pushInputPort [133]
                0.00    0.00       1/1           pushOutputPort [155]
                0.00    0.00       2/247020      regMakeNull [58]
                0.00    0.00       1/6           regMakeInputPort [149]
                0.00    0.00       1/1           regMakeOutputPort [169]
                0.00    0.00       1/6           scCreateYYBuffer [232]
-----------------------------------------------
                0.00    0.00       5/5           regDisplayObject [137]
[143]    0.0    0.00    0.00       5         regDisplayToCurrentPort [143]
                0.00    0.00       5/5           objDisplayToCurrentPort [145]
                0.00    0.00       5/34244097     regRead [18]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[144]    0.0    0.00    0.00       1         initRegsim [144]
                0.00    0.00       4/75466       regCopy [67]
                0.00    0.00       1/93860       cons [59]
                0.00    0.00       1/247020      regMakeNull [58]
                0.00    0.00       1/6261        regMakeNumber [97]
                0.00    0.00       9/120         regAllocate [200]
-----------------------------------------------
                0.00    0.00       5/5           regDisplayToCurrentPort [143]
[145]    0.0    0.00    0.00       5         objDisplayToCurrentPort [145]
                0.00    0.00       5/15          currentOutputPort [136]
                0.00    0.00       5/5           regGetOutputPortFile [161]
                0.00    0.00       5/5           objDisplay [178]
                0.00    0.00       5/5           maxDepthToPrint [237]
-----------------------------------------------
                0.00    0.00      26/26          executeBranch [117]
[146]    0.0    0.00    0.00      26         regIsTrue [146]
                0.00    0.00      26/34244097     regRead [18]
                0.00    0.00      26/26          objIsTrue [167]
-----------------------------------------------
                0.00    0.00       3/7           scparse [6]
                0.00    0.00       4/7           loadFile [2]
[147]    0.0    0.00    0.00       7         regMakeString [147]
                0.00    0.00       7/22288785     regWrite [10]
                0.00    0.00       7/7           objMakeString [224]
-----------------------------------------------
                0.00    0.00       1/5           openInputFile_if [123]
                0.00    0.00       4/5           loadFile [2]
[148]    0.0    0.00    0.00       5         openInputFile [148]
                0.00    0.00       5/6           regMakeInputPort [149]
                0.00    0.00       5/5           regGetString [162]
                0.00    0.00       5/6           scCreateYYBuffer [232]
-----------------------------------------------
                0.00    0.00       1/6           initPorts [142]
                0.00    0.00       5/6           openInputFile [148]
[149]    0.0    0.00    0.00       6         regMakeInputPort [149]
                0.00    0.00       6/22288785     regWrite [10]
                0.00    0.00       6/6           objMakeInputPort [231]
-----------------------------------------------
                0.00    0.00       4/4           newline_if [130]
[150]    0.0    0.00    0.00       4         regMakeCharacter [150]
                0.00    0.00       4/22288785     regWrite [10]
                0.00    0.00       4/4           objMakeCharacter [238]
-----------------------------------------------
                0.00    0.00       1/187         regIsPrimitive [174]
                0.00    0.00     186/187         objGetPrimitive [152]
[151]    0.0    0.00    0.00     187         objIsPrimitive [151]
                0.00    0.00     187/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00     186/186         regGetPrimitive [131]
[152]    0.0    0.00    0.00     186         objGetPrimitive [152]
                0.00    0.00     186/187         objIsPrimitive [151]
-----------------------------------------------
                0.00    0.00       6/6           readPort [4]
[153]    0.0    0.00    0.00       6         regIsEqInputPort [153]
                0.00    0.00      12/34244097     regRead [18]
                0.00    0.00       6/22          objIsEqInputPort [209]
-----------------------------------------------
                0.00    0.00       5/11          popInputPort [140]
                0.00    0.00       6/11          pushInputPort [133]
[154]    0.0    0.00    0.00      11         regGetInputPortYYBuffer [154]
                0.00    0.00      11/34244097     regRead [18]
                0.00    0.00      11/11          objGetInputPortYYBuffer [177]
-----------------------------------------------
                0.00    0.00       1/1           initPorts [142]
[155]    0.0    0.00    0.00       1         pushOutputPort [155]
                0.00    0.00       1/93860       cons [59]
-----------------------------------------------
                0.00    0.00       5/5           regDisplayObject [137]
[156]    0.0    0.00    0.00       5         regIsEqOutputPort [156]
                0.00    0.00      10/34244097     regRead [18]
                0.00    0.00       5/14          objIsEqOutputPort [212]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           initStack_if [125]
[157]    0.0    0.00    0.00       2         initStack [157]
                0.00    0.00       2/247020      regMakeNull [58]
-----------------------------------------------
                0.00    0.00       2/2           scparse [6]
[158]    0.0    0.00    0.00       2         regMakeEOF [158]
                0.00    0.00       2/22288785     regWrite [10]
                0.00    0.00       2/2           objMakeEOF [243]
-----------------------------------------------
                0.00    0.00      26/74          objIsTrue [167]
                0.00    0.00      48/74          objIsEqBoolean [168]
[159]    0.0    0.00    0.00      74         objGetBoolean [159]
                0.00    0.00      74/74          objIsBoolean [160]
-----------------------------------------------
                0.00    0.00      74/74          objGetBoolean [159]
[160]    0.0    0.00    0.00      74         objIsBoolean [160]
                0.00    0.00      74/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       5/5           objDisplayToCurrentPort [145]
[161]    0.0    0.00    0.00       5         regGetOutputPortFile [161]
                0.00    0.00       5/34244097     regRead [18]
                0.00    0.00       5/5           objGetOutputPortFile [182]
-----------------------------------------------
                0.00    0.00       5/5           openInputFile [148]
[162]    0.0    0.00    0.00       5         regGetString [162]
                0.00    0.00       5/34244097     regRead [18]
                0.00    0.00       5/8           objGetString [179]
-----------------------------------------------
                0.00    0.00       1/5           closeInputPort_if [124]
                0.00    0.00       4/5           loadFile [2]
[163]    0.0    0.00    0.00       5         regCloseInputPort [163]
                0.00    0.00       5/34244097     regRead [18]
                0.00    0.00       5/6           objCloseInputPort [229]
-----------------------------------------------
                0.00    0.00       1/1           list_if [165]
[164]    0.0    0.00    0.00       1         list [164]
                0.00    0.00       1/75466       regCopy [67]
-----------------------------------------------
                0.00    0.00       1/1           executeOperationExp [16]
[165]    0.0    0.00    0.00       1         list_if [165]
                0.00    0.00       1/1           list [164]
-----------------------------------------------
                0.00    0.00       1/1           checkType [127]
[166]    0.0    0.00    0.00       1         regIsString [166]
                0.00    0.00       4/34244097     regRead [18]
                0.00    0.00       4/12          objIsString [176]
-----------------------------------------------
                0.00    0.00      26/26          regIsTrue [146]
[167]    0.0    0.00    0.00      26         objIsTrue [167]
                0.00    0.00      26/192863996     objGetType [33]
                0.00    0.00      26/74          objGetBoolean [159]
-----------------------------------------------
                0.00    0.00      24/24          objIsEq [19]
[168]    0.0    0.00    0.00      24         objIsEqBoolean [168]
                0.00    0.00      48/74          objGetBoolean [159]
-----------------------------------------------
                0.00    0.00       1/1           initPorts [142]
[169]    0.0    0.00    0.00       1         regMakeOutputPort [169]
                0.00    0.00       1/22288785     regWrite [10]
                0.00    0.00       1/1           objMakeOutputPort [257]
-----------------------------------------------
                                                 <spontaneous>
[170]    0.0    0.00    0.00                 regIsNumber [170]
                0.00    0.00       3/34244097     regRead [18]
                0.00    0.00       3/913         objIsNumber [138]
-----------------------------------------------
                0.00    0.00       3/3           checkType [127]
[171]    0.0    0.00    0.00       3         regIsInputPort [171]
                0.00    0.00       3/34244097     regRead [18]
                0.00    0.00       3/14          objIsInputPort [175]
-----------------------------------------------
                0.00    0.00       2/2           isEOF_if [114]
[172]    0.0    0.00    0.00       2         regIsEOF [172]
                0.00    0.00       2/34244097     regRead [18]
                0.00    0.00       2/2           objIsEOF [187]
-----------------------------------------------
                                                 <spontaneous>
[173]    0.0    0.00    0.00                 regIsCharacter [173]
                0.00    0.00       2/34244097     regRead [18]
                0.00    0.00       2/6           objIsCharacter [180]
-----------------------------------------------
                0.00    0.00       1/1           isPrimitive_if [120]
[174]    0.0    0.00    0.00       1         regIsPrimitive [174]
                0.00    0.00       1/34244097     regRead [18]
                0.00    0.00       1/187         objIsPrimitive [151]
-----------------------------------------------
                0.00    0.00       3/14          regIsInputPort [171]
                0.00    0.00      11/14          objGetInputPortYYBuffer [177]
[175]    0.0    0.00    0.00      14         objIsInputPort [175]
                0.00    0.00      14/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       4/12          regIsString [166]
                0.00    0.00       8/12          objGetString [179]
[176]    0.0    0.00    0.00      12         objIsString [176]
                0.00    0.00      12/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00      11/11          regGetInputPortYYBuffer [154]
[177]    0.0    0.00    0.00      11         objGetInputPortYYBuffer [177]
                0.00    0.00      11/14          objIsInputPort [175]
                0.00    0.00      11/17          portGetYYBuffer [210]
-----------------------------------------------
                0.00    0.00       5/5           objDisplayToCurrentPort [145]
[178]    0.0    0.00    0.00       5         objDisplay [178]
                0.00    0.00       5/192863996     objGetType [33]
                0.00    0.00       4/4           objDisplayCharacter [184]
                0.00    0.00       1/1           objDisplayString [189]
-----------------------------------------------
                0.00    0.00       1/8           objDisplayString [189]
                0.00    0.00       2/8           objIsEqString [186]
                0.00    0.00       5/8           regGetString [162]
[179]    0.0    0.00    0.00       8         objGetString [179]
                0.00    0.00       8/12          objIsString [176]
-----------------------------------------------
                0.00    0.00       2/6           regIsCharacter [173]
                0.00    0.00       4/6           objGetCharacter [185]
[180]    0.0    0.00    0.00       6         objIsCharacter [180]
                0.00    0.00       6/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[181]    0.0    0.00    0.00       1         regFree [181]
                0.00    0.00       1/22503759     objDeleteVector <cycle 1> [240]
-----------------------------------------------
                0.00    0.00       5/5           regGetOutputPortFile [161]
[182]    0.0    0.00    0.00       5         objGetOutputPortFile [182]
                0.00    0.00       5/5           objIsOutputPort [183]
                0.00    0.00       5/11          portGetFile [216]
-----------------------------------------------
                0.00    0.00       5/5           objGetOutputPortFile [182]
[183]    0.0    0.00    0.00       5         objIsOutputPort [183]
                0.00    0.00       5/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       4/4           objDisplay [178]
[184]    0.0    0.00    0.00       4         objDisplayCharacter [184]
                0.00    0.00       4/4           objGetCharacter [185]
-----------------------------------------------
                0.00    0.00       4/4           objDisplayCharacter [184]
[185]    0.0    0.00    0.00       4         objGetCharacter [185]
                0.00    0.00       4/6           objIsCharacter [180]
-----------------------------------------------
                0.00    0.00       1/1           objIsEq [19]
[186]    0.0    0.00    0.00       1         objIsEqString [186]
                0.00    0.00       2/8           objGetString [179]
-----------------------------------------------
                0.00    0.00       2/2           regIsEOF [172]
[187]    0.0    0.00    0.00       2         objIsEOF [187]
                0.00    0.00       2/192863996     objGetType [33]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[188]    0.0    0.00    0.00       1         regInit [188]
                0.00    0.00       1/1047187     objMakeNull [78]
                0.00    0.00       5/120         regAllocate [200]
